1534782609	-16.43602652	-11.53
1536956522	-16.66157342	-11.63
1539130435	-16.61025761	-11.78
1541304348	-16.37587835	-11.90
1543478261	-16.14039248	-12.02
1545652174	-16.07730129	-12.15
1547826087	-16.28669039	-12.28
1550000000	-16.77230277	-12.50
1552173913	-17.06539736	-12.66
1554347826	-17.06714359	-12.82
1556521739	-16.86140369	-12.99
1558695652	-16.62241974	-13.17
1560869565	-16.50820209	-13.36
1563043478	-16.6133954	-13.66
1565217391	-16.921931	-13.86
1567391304	-16.78235805	-14.08
1569565217	-16.25938624	-14.30
1571739130	-15.67579537	-14.52
1573913043	-15.27907397	-14.75
1576086957	-15.19885494	-15.11
1578260870	-15.50971766	-15.35
1580434783	-16.19884438	-15.59
1582608696	-17.11787656	-15.84
1584782609	-17.4018847	-16.08
1586956522	-17.17096362	-16.32
1589130435	-16.74895084	-16.66
1591304348	-16.42910985	-16.87
1593478261	-16.38207825	-17.07
1595652174	-16.6040806	-17.24
1597826087	-16.99965827	-17.40
1600000000	-17.30515666	-17.58
1602173913	-17.18730748	-17.66
1604347826	-17.08969433	-17.70
1606521739	-17.06488781	-17.71
1608695652	-17.12280225	-17.68
1610869565	-17.24672018	-17.61
1613043478	-17.3687773	-17.45
1615217391	-17.43439343	-17.30
1617391304	-17.39603894	-17.13
1619565217	-17.15226039	-16.93
1621739130	-17.07850511	-16.70
1623913043	-17.27372718	-16.47
1626086957	-17.73637457	-16.09
1628260870	-18.42235912	-15.83
1630434783	-19.12293901	-15.56
1632608696	-19.50052285	-15.29
1634782609	-19.32082537	-15.02
1636956522	-18.64589817	-14.76
1639130435	-18.04628975	-14.36
1641304348	-17.73341541	-14.10
1643478261	-17.7833974	-13.85
1645652174	-18.22326583	-13.60
1647826087	-19.01211795	-13.35
1650000000	-20.01178266	-13.00
1652173913	-20.96139424	-12.78
1654347826	-21.68457575	-12.56
1656521739	-22.37038967	-12.35
1658695652	-22.8762267	-12.14
1660869565	-23.11727377	-11.94
1663043478	-23.08028546	-11.66
1665217391	-22.87464245	-11.48
1667391304	-22.64916369	-11.31
1669565217	-22.53575478	-11.14
1671739130	-22.84357025	-10.98
1673913043	-23.60310503	-10.82
1676086957	-24.84647463	-10.60
1678260870	-26.59974451	-10.46
1680434783	-28.85819376	-10.33
1682608696	-31.48799472	-10.20
1684782609	-33.90089994	-10.08
1686956522	-35.19174057	-9.96
1689130435	-34.84299949	-9.79
1691304348	-33.97831578	-9.68
1693478261	-33.07359984	-9.58
1695652174	-32.01959195	-9.48
1697826087	-30.6846249	-9.39
1700000000	-29.24818138	-9.25
1702173913	-28.12903676	-9.17
1704347826	-27.50077447	-9.09
1706521739	-27.48420985	-9.01
1708695652	-27.417983	-8.93
1710869565	-26.9688748	-8.86
1713043478	-25.81313168	-8.75
1715217391	-24.16132654	-8.68
1717391304	-22.4533386	-8.61
1719565217	-20.90340348	-8.55
1721739130	-19.62693077	-8.49
1723913043	-18.40293282	-8.43
1726086957	-17.23381279	-8.35
1728260870	-16.23716391	-8.30
1730434783	-15.47465216	-8.27
1732608696	-14.98898282	-8.25
1734782609	-14.77036751	-8.23
1736956522	-14.78178293	-8.23
1739130435	-14.89757486	-8.24
1741304348	-14.78615565	-8.27
1743478261	-14.33077711	-8.30
1745652174	-13.59864234	-8.33
1747826087	-12.79129513	-8.38
1750000000	-12.08350658	-8.46
1752173913	-11.59704929	-8.52
1754347826	-11.38883571	-8.58
1756521739	-11.40160039	-8.66
1758695652	-11.41255676	-8.73
1760869565	-11.28328316	-8.81
1763043478	-10.99041298	-8.94
1765217391	-10.60388071	-9.04
1767391304	-10.24434956	-9.14
1769565217	-10.02763526	-9.25
1771739130	-10.01503991	-9.36
1773913043	-10.17802999	-9.49
1776086957	-10.20334097	-9.71
1778260870	-10.17377493	-9.88
1780434783	-10.16403621	-10.07
1782608696	-10.27548025	-10.29
1784782609	-10.57682218	-10.55
1786956522	-11.04049309	-10.84
1789130435	-11.50930838	-11.37
1791304348	-11.75873314	-11.77
1793478261	-11.54098009	-12.21
1795652174	-11.18241718	-12.69
1797826087	-10.91749116	-13.19
1800000000	-10.91354194	-13.99
1802173913	-11.27058743	-14.56
1804347826	-11.97091566	-15.14
1806521739	-12.83343535	-15.76
1808695652	-13.55776477	-16.41
1810869565	-13.79455579	-17.10
1813043478	-13.95869169	-18.24
1815217391	-14.15395077	-19.09
1817391304	-14.46859341	-20.03
1819565217	-14.91785073	-21.08
1821739130	-15.4492582	-22.28
1823913043	-15.96204642	-23.67
1826086957	-16.31991089	-26.29
1828260870	-16.35211484	-28.25
1830434783	-16.46471569	-30.74
1832608696	-16.72786882	-32.83
1834782609	-17.18635903	-32.82
1836956522	-17.8137368	-30.67
1839130435	-18.49009375	-26.98
1841304348	-18.93194823	-24.93
1843478261	-18.81789283	-23.20
1845652174	-17.73910958	-21.72
1847826087	-16.69636053	-20.43
1850000000	-15.88772179	-18.78
1852173913	-15.36413864	-17.82
1854347826	-15.14421064	-16.95
1856521739	-15.16611657	-16.16
1858695652	-15.2925652	-15.43
1860869565	-15.31332951	-14.76
1863043478	-14.8515372	-13.84
1865217391	-14.23617479	-13.28
1867391304	-13.57019569	-12.76
1869565217	-12.94987362	-12.27
1871739130	-12.43799104	-11.81
1873913043	-12.05076263	-11.37
1876086957	-11.76975927	-10.77
1878260870	-11.53978263	-10.39
1880434783	-11.1475306	-10.04
1882608696	-10.78955266	-9.70
1884782609	-10.52298894	-9.38
1886956522	-10.40165887	-9.08
1889130435	-10.44185422	-8.65
1891304348	-10.59162456	-8.38
1893478261	-10.68941356	-8.13
1895652174	-10.56979913	-7.89
1897826087	-10.19214249	-7.66
1900000000	-9.688545224	-7.33
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
